1.789257275051746987e+01,6.309862413247290469e+00,-8.876175299999999879e-01
1.789257275051746987e+01,6.309862413247290469e+00,-8.876175299999999879e-01
1.789257275051746987e+01,6.309862413247290469e+00,-8.876175299999999879e-01
1.790408300138390274e+01,6.295720882556302023e+00,-8.999863662055909153e-01
1.792164212476470908e+01,6.273594228484721924e+00,-9.133859387616477532e-01
1.793789858054152475e+01,6.252535655564534167e+00,-9.236933022663068593e-01
1.795348659752428944e+01,6.231906851268815828e+00,-9.288469840186364124e-01
1.796798372108607467e+01,6.212514734288312468e+00,-9.309084567195682336e-01
1.798181614733474376e+01,6.193931993654304691e+00,-9.298777203691023230e-01
1.799504216523756739e+01,6.176202096681794096e+00,-9.298777203691023230e-01
1.800746389826792537e+01,6.159550369119774160e+00,-9.247240386167727699e-01
1.801970134009030389e+01,6.143320883432053847e+00,-9.206010932149091275e-01
1.803128181153140730e+01,6.128093689468327554e+00,-9.144166751121136638e-01
1.804268261301209009e+01,6.113293606708058547e+00,-9.092629933597841108e-01
1.805360864528335796e+01,6.099260050595888494e+00,-9.020478389065227365e-01
1.806445031880356211e+01,6.085540219124855987e+00,-8.948326844532613622e-01
1.807511017737488146e+01,6.072248744097763939e+00,-8.865867936495340773e-01
1.808540694362387669e+01,6.059624704368054005e+00,-8.793716391962727030e-01
1.809579452546335787e+01,6.047075285345176354e+00,-8.700950120420795075e-01
1.812038258638157373e+01,6.017956365027901100e+00,-8.731872210934772394e-01
1.813286377135245431e+01,6.003066071648556878e+00,-8.752486937944090606e-01
1.814483536994751489e+01,5.988723772279507251e+00,-8.762794301448749712e-01
1.815631390669210887e+01,5.974943326221950457e+00,-8.742179574439431500e-01
1.816753315403125413e+01,5.961530490971515661e+00,-8.711257483925454181e-01
1.817869757792350072e+01,5.948266754603943163e+00,-8.670028029906817757e-01
1.818962644550465768e+01,5.935390995462441310e+00,-8.639105939392840439e-01
1.820040094027094923e+01,5.922776382491528935e+00,-8.566954394860226696e-01
1.821126617017794658e+01,5.910239836837211769e+00,-8.494802850327612953e-01
1.822192547772473858e+01,5.898118709121931147e+00,-8.432958669299658316e-01
1.823265954307258951e+01,5.886063734398801373e+00,-8.371114488271703680e-01
1.824346795567671720e+01,5.874075373733299799e+00,-8.309270307243749043e-01
1.825435030214879006e+01,5.862154085643123125e+00,-8.247426126215794406e-01
1.826530616627272963e+01,5.850300326080648539e+00,-8.206196672197157982e-01
1.827610701985400610e+01,5.838710513281979431e+00,-8.144352491169203345e-01
1.828708191176008313e+01,5.827079013079798031e+00,-8.092815673645907815e-01
1.829811660270251039e+01,5.815504228195899294e+00,-8.041278856122612284e-01
1.830910711551262793e+01,5.804094108697707810e+00,-7.979434675094657647e-01
1.832027233044910020e+01,5.792645177536861922e+00,-7.927897857571362117e-01
1.833065721815120952e+01,5.782105621431201214e+00,-7.917590494066703011e-01
1.834084294877406407e+01,5.771789478971833809e+00,-7.927897857571362117e-01
1.835122783647617339e+01,5.761249922866173989e+00,-7.917590494066703011e-01
1.836099353697024839e+01,5.751359188343275086e+00,-7.969127311589998541e-01
1.837985073708021133e+01,5.731963459604306976e+00,-8.061893583131930496e-01
1.838936923745567142e+01,5.722040693821960566e+00,-8.103123037150566921e-01
1.839833166403718678e+01,5.712620177229823959e+00,-8.175274581683180664e-01
1.840661249272459088e+01,5.703789374639589127e+00,-8.329885034253067255e-01
1.841465526898854677e+01,5.694942192118328528e+00,-8.474188123318294741e-01
1.842197597405128207e+01,5.686652048787850688e+00,-8.680335393411475753e-01
1.842854464783907531e+01,5.678897029659534468e+00,-8.907097390513974977e-01
1.843427788150800239e+01,5.671808502095886162e+00,-9.206010932149087944e-01
1.844088236912675782e+01,5.663124243038448746e+00,-9.381236111728292748e-01
1.845051514920698210e+01,5.649986536914100910e+00,-9.391543475232951854e-01
1.846154638023260119e+01,5.634908981867871702e+00,-9.401850838737610960e-01
1.847203331157617257e+01,5.620544332573809143e+00,-9.329699294204997218e-01
1.848217864160307400e+01,5.606856083167780724e+00,-9.247240386167724369e-01
1.849207657248882342e+01,5.593729293273301373e+00,-9.144166751121133307e-01
1.850156203932074916e+01,5.581415624416757204e+00,-8.999863662055905822e-01
1.851113129703621496e+01,5.569357183308964565e+00,-8.845253209486019230e-01
1.852079113541623201e+01,5.557563750146957027e+00,-8.700950120420791745e-01
1.853033105652025014e+01,5.546253664346268764e+00,-8.525724940841586941e-01
1.854026438368758534e+01,5.534887395063265103e+00,-8.371114488271700349e-01
1.855027217313585552e+01,5.523787061113726971e+00,-8.206196672197154651e-01
1.856035976280138300e+01,5.512962613311196414e+00,-8.154659854673859121e-01
1.856978580514037347e+01,5.502951976169010884e+00,-8.154659854673859121e-01
1.858770612690872781e+01,5.483900926189071434e+00,-8.247426126215791076e-01
1.859572013862901940e+01,5.475230120583187698e+00,-8.381421851776359455e-01
1.860321739559129384e+01,5.466897138000569534e+00,-8.577261758364882471e-01
1.861035449527860308e+01,5.458645021900055738e+00,-8.793716391962722589e-01
1.861683482156378489e+01,5.450816026546333681e+00,-9.041093116074540026e-01
1.862293466986633916e+01,5.443064043300941179e+00,-9.350314021214312099e-01
1.862896942562541369e+01,5.434886664751593877e+00,-9.638920199344765960e-01
1.863749335388629902e+01,5.422610023906663912e+00,-9.680149653363402384e-01
1.864740704472924548e+01,5.408205358197848867e+00,-9.546153927802834005e-01
1.865734010726485792e+01,5.394178761691478030e+00,-9.391543475232947413e-01
1.866669459117458629e+01,5.381392995012275193e+00,-9.164781478130448189e-01
1.867633657785422585e+01,5.368822621443364085e+00,-8.938019481027948965e-01
1.868551208825290288e+01,5.357406068061368209e+00,-8.690642756916131528e-01
1.869477422037491721e+01,5.346448253127112693e+00,-8.422651305794995880e-01
1.870591872348749618e+01,5.333958278266330844e+00,-8.340192397757723031e-01
1.871806962346933290e+01,5.320564383215886650e+00,-8.391729215281018561e-01
1.872945239255649241e+01,5.307886510323921669e+00,-8.453573396308973198e-01
1.874045906165575914e+01,5.295473958885398069e+00,-8.525724940841586941e-01
1.875078578791882933e+01,5.283657540323859259e+00,-8.597876485374200684e-01
1.876034424211293583e+01,5.272559629005986181e+00,-8.742179574439428169e-01
1.876907032337671666e+01,5.262127423811204352e+00,-8.834945845981360124e-01
1.878629519540796267e+01,5.240882897074452984e+00,-9.072015206588519565e-01
1.879365986016600942e+01,5.231463735668142156e+00,-9.236933022663065262e-01
1.880122860829636977e+01,5.221447437628603083e+00,-9.381236111728292748e-01
1.880918227992224345e+01,5.210599790369966122e+00,-9.422465565746929173e-01
1.881753054203293019e+01,5.199114979096866485e+00,-9.412158202242270066e-01
1.882597863852443254e+01,5.187517976671699671e+00,-9.391543475232951854e-01
1.883445062395210812e+01,5.175938414396195952e+00,-9.370928748223633642e-01
1.884250397073154559e+01,5.164978532777388942e+00,-9.278162476681701687e-01
1.885065864027203730e+01,5.154093829559865725e+00,-9.185396205139769732e-01
1.885891393082190604e+01,5.143285241428875665e+00,-9.072015206588519565e-01
1.886747535360313321e+01,5.132335466294039250e+00,-8.979248935046587610e-01
1.887585854385628181e+01,5.121816223709159566e+00,-8.834945845981360124e-01
